timer,has_round_started,is_round_over,player_id_1,health_1,x_coord_1,y_coord_1,is_jumping_1,is_crouching_1,up_1,down_1,right_1,left_1,select_1,start_1,Y_1,B_1,X_1,A_1,L_1,R_1,is_player_in_move_1,move_id_1,player_id_2,health_2,x_coord_2,y_coord_2,is_jumping_2,is_crouching_2,up_2,down_2,right_2,left_2,select_2,start_2,Y_2,B_2,X_2,A_2,L_2,R_2,is_player_in_move_2,move_id_2,x_distance,is_moving_towards_opp,is_moving_away_opp
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0
153,0,0,0,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,305,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,302,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
153,0,0,0,176,202,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,301,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0
153,0,0,0,176,202,192,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,299,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,0
153,0,0,0,176,202,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,296,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0
153,0,0,0,176,202,192,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,176,295,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,1,0
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,293,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,292,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0
153,0,0,0,176,202,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,176,289,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,0
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,286,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,285,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0
153,0,0,0,176,202,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,176,283,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,0
153,0,0,0,176,202,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,176,280,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,280,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0
153,0,0,0,176,202,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,176,279,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0
153,0,0,0,176,238,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,171,271,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,278,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
153,0,0,0,176,202,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,171,278,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,1
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,278,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,278,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
153,0,0,0,176,202,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,171,278,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,278,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,278,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
153,0,0,0,176,202,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,171,278,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0
153,0,0,0,176,202,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,171,278,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,278,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
153,0,0,0,176,202,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,171,278,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
153,0,0,0,176,202,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,171,278,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,1
153,0,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,283,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0
153,0,0,0,176,202,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,171,288,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,1
152,1,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,293,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0
152,1,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,301,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0
152,1,0,0,176,202,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,171,305,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,0
152,1,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,308,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0
152,1,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,311,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0
152,1,0,0,176,202,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,171,316,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,0
152,1,0,0,176,202,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,171,318,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,1,0
152,1,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,319,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0
152,1,0,0,176,202,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,171,320,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0
152,1,0,0,176,202,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,171,320,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,1
152,1,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,321,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0
152,1,0,0,176,202,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,171,321,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,1
152,1,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,322,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0
152,1,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0
152,1,0,0,176,202,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,121,0,1
152,1,0,0,176,202,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,121,0,1
152,1,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,121,0,0
152,1,0,0,176,202,192,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,121,0,0
152,1,0,0,176,202,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,121,1,0
152,1,0,0,176,284,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,171,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,-79,0,0
152,1,0,0,176,202,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,121,1,0
152,1,0,0,176,284,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,199,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,-85,0,0
152,1,0,0,176,202,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,121,0,0
152,1,0,0,176,202,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,121,1,0
152,1,0,0,176,202,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,121,1,0
152,1,0,0,176,220,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,320,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,100,0,0
152,1,0,0,176,220,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,171,320,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,100,0,0
152,1,0,0,176,202,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,121,0,1
152,1,0,0,176,217,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,320,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,131587,103,0,0
152,1,0,0,176,220,187,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,171,320,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1
152,1,0,0,176,208,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0
152,1,0,0,176,210,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0
151,1,0,0,176,211,173,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1,0
151,1,0,0,176,212,168,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0
151,1,0,0,176,213,166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0
151,1,0,0,176,228,166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,171,320,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,0
151,1,0,0,176,213,164,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,0
151,1,0,0,176,213,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0
151,1,0,0,176,213,161,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0
151,1,0,0,176,213,161,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,1
151,1,0,0,176,213,161,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0
151,1,0,0,176,213,161,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,1
151,1,0,0,176,213,162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0
151,1,0,0,176,213,163,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0
151,1,0,0,176,213,165,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,171,320,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,0
151,1,0,0,176,213,169,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,171,317,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1,0
151,1,0,0,176,213,172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,315,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0
151,1,0,0,176,213,174,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,171,314,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0
151,1,0,0,176,213,181,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,171,312,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,1
151,1,0,0,176,213,185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,309,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0
151,1,0,0,176,213,189,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,171,308,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,1
151,1,0,0,176,213,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0
151,1,0,0,176,213,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,304,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0
151,1,0,0,176,213,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,6,171,304,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0
