timer,has_round_started,is_round_over,player_id_1,health_1,x_coord_1,y_coord_1,is_jumping_1,is_crouching_1,up_1,down_1,right_1,left_1,select_1,start_1,Y_1,B_1,X_1,A_1,L_1,R_1,is_player_in_move_1,move_id_1,player_id_2,health_2,x_coord_2,y_coord_2,is_jumping_2,is_crouching_2,up_2,down_2,right_2,left_2,select_2,start_2,Y_2,B_2,X_2,A_2,L_2,R_2,is_player_in_move_2,move_id_2,x_distance
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
153,0,0,7,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,176,305,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
153,0,0,7,176,203,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,302,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,301,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
153,0,0,7,176,203,192,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,299,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
153,0,0,7,176,203,192,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,296,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
153,0,0,7,176,203,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,295,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
153,0,0,7,176,203,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6,176,293,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,292,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,289,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
153,0,0,7,176,203,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,176,286,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
153,0,0,7,176,203,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,176,286,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,283,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
153,0,0,7,176,203,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,176,280,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
153,0,0,7,176,203,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,176,280,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,278,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
153,0,0,7,176,203,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,176,276,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,273,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,272,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
153,0,0,7,176,203,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,176,272,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
153,0,0,7,176,203,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,176,267,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,267,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
153,0,0,7,176,203,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,176,264,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
153,0,0,7,176,203,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,176,264,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
153,0,0,7,176,203,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6,159,262,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
153,0,0,7,176,203,192,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6,159,262,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
153,0,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,159,262,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,159,262,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,6,159,262,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,159,262,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,159,262,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,159,262,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,159,262,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,159,262,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,159,262,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,159,262,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,159,262,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,159,262,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33686532,6,159,262,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33686532,6,159,262,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,33686532,6,159,262,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33686532,6,159,262,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33686532,6,159,262,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,33686532,6,159,262,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33686532,6,159,262,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33686532,6,159,262,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,33686532,6,159,262,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33686532,6,159,262,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,33686532,6,159,262,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
152,1,0,7,176,203,192,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,33686532,6,159,262,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
