timer,has_round_started,is_round_over,player_id_1,health_1,x_coord_1,y_coord_1,is_jumping_1,is_crouching_1,up_1,down_1,right_1,left_1,select_1,start_1,Y_1,B_1,X_1,A_1,L_1,R_1,is_player_in_move_1,move_id_1,player_id_2,health_2,x_coord_2,y_coord_2,is_jumping_2,is_crouching_2,up_2,down_2,right_2,left_2,select_2,start_2,Y_2,B_2,X_2,A_2,L_2,R_2,is_player_in_move_2,move_id_2,x_distance,is_moving_towards_opp,is_moving_away_opp,next_up,next_down,next_right,next_left,next_Y,next_B,next_X,next_A,next_L,next_R
153,0,0,0,176,205,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,0,1,1,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,1,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,1,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,0,0,1,1,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,0,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,1,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,1,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,0,1,1,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,0,0,1,0,1,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,1,0,1,0,0,1,0,0,0,0
153,0,0,0,176,205,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,0,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,1,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,1,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,0,1,1,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,0,0,1,0,1,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,0,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,1,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,1,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,0,1,1,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,0,0,1,0,1,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,1,0,1,0,0,1,0,0,0,0
153,0,0,0,176,205,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,1,0,1,0,0,1,0,0,0,0
153,0,0,0,176,205,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,1,0,1,0,0,1,0,0,0,0
153,0,0,0,176,205,192,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,0,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,1,0,1,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,1,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,176,307,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1,0,0,1,1,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,176,305,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,176,302,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,0,0,0,1,0,1,0,0,0,0,0
153,0,0,0,176,205,192,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,176,301,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,299,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,296,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,0,0,1,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,176,293,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,0,0,1,1,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,176,292,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,292,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,1,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,176,288,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1,0,1,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,176,288,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,176,286,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,1,0,0,0,1,1,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,176,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,0,1,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,171,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0,0,1,1,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,171,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,1,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,171,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,1,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,171,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,0,1,1,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,171,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,171,285,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,1,0,1,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,171,290,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,295,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,1,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,171,300,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,0,0,1,1,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,6,171,308,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,312,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,0,0,0,1,0,1,0,0,0,0,0
153,0,0,0,176,205,192,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,6,171,315,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0
152,1,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,318,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0
152,1,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,323,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,1,0,0,0,1,0,0,0,0,0,0
152,1,0,0,176,205,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,171,325,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,1,0,1,0,1,0,0,0,0,0,0
152,1,0,0,176,205,192,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,6,171,326,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0
152,1,0,0,176,205,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,171,327,192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,1,0,0,0,0,0,0,0,0
